id,ONG,proyecto,fecha
12924,Heidenreich Inc,Quiborax - Ascotan,2018-01-29
12925,"Reilly, Veum And Wehner","Financial Engines, Inc.",2006-09-16
12926,Schimmel-Beatty,Julia,1994-12-08
12927,Mcclure Group,Yahoo! Inc.,2002-11-29
12928,Beahan-Kuhlman,"XO Group, Inc.",2016-10-26
12929,"Schaden, Wehner And Price",Vina Concha Y Toro,2018-09-01
12930,Roberts Group,Tres Valles,2018-08-23
12931,Cassin-Jerde,Kilroy Realty Corporation,1965-04-08
12932,Thiel And Sons,Diageo plc,2018-09-29
12933,Price Inc,"Shutterstock, Inc.",2018-06-11
12934,Senger Group,Andacollo Cobre,2017-08-21
12935,Romaguera-Gerhold,Tranquilo,2019-03-26
12936,Wiegand Group,La Productora,2019-02-14
12937,Rowe-Fisher,Celgene Corporation,2014-11-28
12938,"Walker, Paucek And Beer",Royal Caribbean Cruises Ltd.,2019-08-09
12939,"Grimes, Leuschke And Huel",SAP SE,2018-06-27
12940,Jerde-Bauch,"Gray Television, Inc.",2014-01-30
12941,Jenkins-Ward,"TC PipeLines, LP",1992-08-01
12942,"Lubowitz, Weimann And Lemke",Western Alliance Bancorporation,1999-04-22
12943,Grant-Schaden,Caleta El Cobre,1987-11-23
12944,"Rice, Daniel And Klocko","Dupont Fabros Technology, Inc.",2011-08-12
12945,D'Amore ,"Ocular Therapeutix, Inc.",2015-08-25
12946,Hirthe Group,Virco Manufacturing Corporation,2012-07-01
12947,Kuhn-Greenholt,Array BioPharma Inc.,2016-01-08
12948,"Dooley, Lindgren And Kub",Faride,2013-02-06
12949,Frami Group,"International Seaways, Inc.",2015-08-14
12950,Murphy-Kunde,Array BioPharma Inc.,2016-05-04
12951,"Larson, Franecki And Macejkovic",Cabot Corporation,2003-02-16
12952,Nader-Kutch,El Tofo,2017-02-12
12953,Cassin And Sons,PowerShares Golden Dragon China Portfolio,2015-04-30
12954,Flatley Group,"Hub Group, Inc.",2007-03-03
12955,Quitzon Inc,"Westbury Bancorp, Inc.",2016-09-11
12956,"Powlowski, Kohler And Deckow","SeaChange International, Inc.",1966-03-12
12957,Deckow And Sons,Park-Ohio Holdings Corp.,2005-05-09
12958,Eichmann-Streich,Las Arenitas,1975-08-12
12959,"Hessel, Predovic And Green",Altamira,1965-11-18
12960,Dibbert-Shields,"Western Refining Logistics, LP",2013-05-16
12961,Cassin-Jerde,The Community Financial Corporation,1985-07-03
12962,Murphy-Kunde,Costamare Inc.,1991-02-16
12963,Cremin-Jenkins,"Meridian Waste Solutions, Inc",1997-04-14
12964,"Feil, Shields And Gislason",Guanaco,2014-03-12
12965,Stokes Inc,Entercom Communications Corporation,2015-02-22
12966,Ziemann-Leuschke,Chimberos,2019-01-12
12967,Schowalter-Senger,Yahoo! Inc.,1976-07-29
12968,Bradtke Inc,"Evolving Systems, Inc.",1994-01-10
12969,Wisozk ,"JA Solar Holdings, Co., Ltd.",2019-04-21
12970,Schuster-Kub,Blackstone GSO Long Short Credit Income Fund,1993-07-16
12971,"Reichert, Mayer And Schmitt","Sierra Oncology, Inc.",2015-04-21
12972,"Breitenberg, Kemmer And Schumm",Cummins Inc.,1998-12-31
12973,"Frami, Christiansen And Hermann","Recon Technology, Ltd.",1986-03-03
12974,Blanda-Gislason,Cosayach - Negreiros,1997-10-10
12975,"Altenwerth, Ebert And Mitchell",El Abra,2007-04-23
12976,Brown ,"Forterra, Inc.",2018-12-05
12977,Jenkins-Kemmer,The Community Financial Corporation,2014-08-04
12978,"Gutkowski, Kuhlman And Purdy",Tranquilo,2019-05-19
12979,Lebsack-Senger,Central Garden & Pet Company,1987-09-23
12980,"Lindgren, Padberg And Hand",Intracampos,1998-03-12
12981,Schmitt ,"Gray Television, Inc.",2007-10-11
12982,Green-Cruickshank,"UMH Properties, Inc.",2010-04-22
12983,Miller ,"Zynerba Pharmaceuticals, Inc.",1982-12-24
12984,"Hermann, Quigley And Heaney",El Tesoro,1999-01-30
12985,Moore-Reilly,Walter Investment Management Corp.,2015-03-04
12986,"Hessel, Predovic And Green",Refugio,1996-09-23
12987,Wisozk-Bernier,Nuveen Floating Rate Income Fund,1974-06-08
12988,"Fay, Hyatt And Rolfson",Orbotech Ltd.,1981-08-09
12989,"Predovic, O'Conner And Gutkowski","Western Refining Logistics, LP",1986-05-26
12990,Kuphal ,Arlington Asset Investment Corp,2014-11-12
12991,"Carroll, Dubuque And Schultz","National American University Holdings, Inc.",1963-05-06
12992,"O'Reilly, Romaguera And Bode",Park-Ohio Holdings Corp.,2014-09-14
12993,"Emard, Zemlak And Beier",Georgia Power Company,2003-07-18
12994,"Wolf, West And Breitenberg",Janus Henderson Small Cap Growth Alpha ETF,1993-04-13
12995,Glover Group,"Zynerba Pharmaceuticals, Inc.",1994-07-21
12996,Jerde-Lowe,"JA Solar Holdings, Co., Ltd.",2019-02-18
12997,Heller-Rohan,"Idera Pharmaceuticals, Inc.",2014-05-13
12998,Schumm And Sons,"Westbury Bancorp, Inc.",2018-11-11
12999,"Orn, Conn And Jakubowski",El Toqui,2015-08-31
13000,Klocko Group,"Arista Networks, Inc.",2012-11-12
13001,Cremin And Sons,NVIDIA Corporation,2011-08-05
13002,Rosenbaum-Leffler,Radomiro Tomic,2018-08-27
13003,"Grimes, Leuschke And Huel",Double Eagle Acquisition Corp.,2018-10-19
13004,Kulas Inc,Peckett,2001-03-21
13005,Moore-O'Conner,Envision Healthcare Corporation,1993-08-17
13006,Quitzon Inc,"Arista Networks, Inc.",1974-10-21
13007,"Oberbrunner, Cremin And Gislason",Georgia Power Company,2007-06-22
13008,"Keeling, Bruen And Greenholt","Kura Oncology, Inc.",2018-04-01
13009,Waelchi-Bashirian,Quiborax,2004-04-07
13010,"Hickle, Mertz And Harris",Choquelimpie,2008-09-10
13011,"Konopelski, Schaefer And Feil",Algorta,1974-01-07
13012,"Mckenzie, Paucek And Jaskolski",Collahuasi,2010-09-10
13013,Marvin-Kautzer,Pinatolca,1991-10-07
13014,Jakubowski ,"RiverNorth Opportunities Fund, Inc.",2018-12-08
13015,"Feil, Shields And Gislason","Ulta Beauty, Inc.",2009-08-19
13016,Rosenbaum And Sons,Ceragon Networks Ltd.,2014-06-03
13017,"Feil, Lehner And Krajcik",III de Atacama Minerals - Aguas Blancas,2006-06-04
13018,Rolfson-Bashirian,Zaldivar,1982-12-01
13019,Simonis Inc,"Ocular Therapeutix, Inc.",1982-08-20
13020,"Fisher, Cummings And Rowe",Esperanza,1983-02-19
13021,Bosco And Sons,"FairPoint Communications, Inc.",2015-09-22
13022,"Mertz, Batz And Olson",Manantial,1983-08-24
13023,"Dietrich, Conn And Hand","Urban One, Inc. ",2005-09-20
13024,Keebler ,"India Fund, Inc. (The)",1999-03-04
13025,"Cummerata, Gutmann And Gaylord",Voya Global Equity Dividend and Premium Opportunity Fund,1990-08-29
13026,Cremin-Hodkiewicz,West Corporation,2012-02-26
13027,"Schaden, Cronin And Bernier",Randgold Resources Limited,2011-01-25
13028,Jacobs Group,Entegra Financial Corp.,2011-06-15
13029,Hayes And Sons,Dollar General Corporation,2016-03-26
13030,Feest-Graham,Tata Motors Ltd,1998-07-09
13031,Reichel Inc,Marte Lobo,2015-04-28
13032,O'Keefe-Zulauf,"Safe Bulkers, Inc",1982-11-19
13033,Rippin-Effertz,"Financial Engines, Inc.",2011-07-12
13034,Denesik-Quigley,"XO Group, Inc.",2017-10-03
13035,Adane,Novanta Inc.,1998-02-26
13036,Renner-Erdman,Linderos,1996-04-14
13037,Jenkins And Sons,Comcast Corporation,2018-09-11
13038,Strosin And Sons,"International Seaways, Inc.",2016-02-11
13039,Rolfson-Bashirian,L.B. Foster Company,1993-09-26
13040,"Feil, Shields And Gislason",Talcuna,1998-10-19
13041,Corkery ,"CatchMark Timber Trust, Inc.",1996-01-30
13042,Daniel Inc,Celite - Tana,2006-07-02
13043,"Johns, Kessler And Balistreri",Biglari Holdings Inc.,2005-11-10
13044,Gulgowski-Spinka,"Franklin Financial Network, Inc.",2011-09-09
13045,Swaniawski-Sawayn,AmerisourceBergen Corporation (Holding Co),2006-08-03
13046,"Conroy, Wisoky And Daniel","Westbury Bancorp, Inc.",2016-08-25
13047,"Bosco, Heathcote And Ryan",SL Green Realty Corporation,1988-01-31
13048,"Satterfield, Torp And O'Kon",Tata Motors Ltd,2002-03-26
13049,Frami Group,"Sportsman's Warehouse Holdings, Inc.",2016-12-19
13050,"Koch, Feil And Spencer",West Corporation,2010-12-21
13051,"Baumbach, Mccullough And Larson",United Insurance Holdings Corp.,2018-11-02
13052,"Hayes, Huel And Keebler",Isla Guarello,1973-09-08
13053,"Mckenzie, Paucek And Jaskolski","TC PipeLines, LP",1967-07-09
13054,"Okuneva, Vonrueden And Quigley","China Lodging Group, Limited",2004-12-17
13055,Feil-Reilly,Ojos del Salado,2002-09-19
13056,Miller-Luettgen,"JA Solar Holdings, Co., Ltd.",2018-08-31
13057,Weber Inc,SQM - Nueva Victoria,2015-06-17
13058,Pouros And Sons,CMP - Boqueron Chañar,2010-05-31
13059,Beahan-Kuhlman,"Taiwan Fund, Inc. (The)",2016-01-01
13060,"Brakus, White And Mueller","Cleveland BioLabs, Inc.",2018-04-17
13061,Langworth-Osinski,Arch Capital Group Ltd.,2019-08-17
13062,Dach Inc,"Enanta Pharmaceuticals, Inc.",1988-01-26
13063,Satterfield And Sons,Inseego Corp.,2005-03-25
13064,Kirlin ,Bright Scholar Education Holdings Limited,1994-07-07
13065,Luettgen Group,Eagle Bulk Shipping Inc.,1996-03-29
13066,Mann-Schinner,BRF S.A.,1975-12-06
13067,Kuhlman-Bernhard,Arenal,2015-04-28
13068,Bayer-Bashirian,Pampa Camarones,2016-07-24
13069,Maggio-O'Keefe,CMP - Cerro Negro Norte,1977-11-27
13070,Feil-Reilly,Abeona Therapeutics Inc.,1975-12-09
13071,"Glover, Dickens And Russel",E*TRADE Financial Corporation,2013-06-11
13072,Denesik-Quigley,"JA Solar Holdings, Co., Ltd.",2018-04-18
13073,"Grady, Nicolas And Blick",Trongol,2014-03-26
13074,"Kassulke, Morar And Crooks",El Volcan,2011-04-25
13075,Adega,Envision Healthcare Corporation,2013-08-13
13076,Koss Group,SQM - Mapocho,1978-12-07
13077,Conroy-Howe,"Safe Bulkers, Inc",1990-09-08
13078,Sanford Inc,Garrison Capital Inc.,1983-05-12
13079,"Toy, Hahn And King",Caserones,1987-12-10
13080,Wisoky ,El Peñon,2019-06-16
13081,Wisoky ,Costamare Inc.,1970-12-04
13082,"Moore, Kub And Murazik","Western Refining Logistics, LP",2018-06-01
13083,"Bartoletti, Macejkovic And Doyle",SQM - Pedro de Valdivia,2008-12-24
13084,Wisozk-Goyette,Credit Acceptance Corporation,1990-08-15
13085,Rutherford-Becker,SAP SE,2003-04-15
13086,Wisoky Inc,Western Asset Bond Fund,2018-11-19
13087,Durgan And Sons,"SeaChange International, Inc.",1987-03-10
13088,Pacocha-Heller,CVS Health Corporation,1988-08-29
13089,Aufderhar ,III de Atacama Minerals - Aguas Blancas,2007-02-22
13090,"Ratke, Connelly And Ward",Radomiro Tomic,1998-05-07
13091,"Schmidt, Reinger And Zulauf",Colico Sur,1992-01-13
13092,Carter-Muller,Corporate Asset Backed Corp CABCO,2011-08-25
13093,Terry ,"SeaChange International, Inc.",2004-05-06
13094,Schowalter Group,Bed Bath & Beyond Inc.,2003-11-29
13095,"Nienow, Harvey And Bartoletti",First Trust International Multi-Asset Diversified Income Index,2003-09-25
13096,"Turner, Reynolds And Wolf",Comcast Corporation,2009-07-06
13097,Torp-Hintz,HollyFrontier Corporation,1996-04-28
13098,Buckridge Group,"Investors Bancorp, Inc.",2010-09-19
13099,Ferry-Schuppe,Tekla Healthcare Opportunies Fund,2014-03-25
13100,Conroy ,Crawford & Company,2006-07-29
13101,Erdman-Conn,Manantial,1975-05-27
13102,"Hickle, Mertz And Harris",Bed Bath & Beyond Inc.,2019-07-25
13103,Bradtke-Wilkinson,Haldeman - Sagasca,1998-03-09
13104,Miller-Luettgen,"Under Armour, Inc.",2018-10-29
13105,Schumm And Sons,El Morro,1992-01-15
13106,Hodkiewicz ,JM Global Holding Company,1978-10-18
13107,Cremin And Sons,CMP - Romeral,1979-11-25
13108,Kulas Inc,La Picarda,2015-03-20
13109,Sanford ,Sierra Miranda,2000-08-31
13110,Maggio-O'Keefe,Andina,2006-10-25
13111,Braun-Eichmann,Michilla,1962-10-18
13112,"Schaefer, Bednar And Welch",Pullalli,2001-06-27
13113,Ebert-Pollich,Punitaqui,2007-05-01
13114,Batz Inc,Gilat Satellite Networks Ltd.,2014-08-28
13115,"Emard, Zemlak And Beier","Adams Diversified Equity Fund, Inc.",2003-01-24
13116,"Dubuque, Gaylord And Cole",Lions Gate Entertainment Corporation,2014-07-01
13117,O'Reilly Group,Fidus Investment Corporation,1957-05-18
13118,"Reilly, Veum And Wehner",Las Piedras,2018-03-13
13119,Stokes Inc,Peabody Energy Corporation,2017-09-29
13120,"Reilly, Deckow And Frami",Talcuna,1991-05-03
13121,Kuphal And Sons,Virco Manufacturing Corporation,2004-10-11
13122,Halvorson ,Arlington Asset Investment Corp,2007-01-18
13123,Bosco-Lockman,"Delcath Systems, Inc.",1991-06-19
13124,Zboncak Inc,Garrison Capital Inc.,1963-02-20
13125,Okuneva ,Esperanza,1994-08-11
13126,Afs Intercultura,Chuquicamata,2019-03-07
13127,Gibson-Hills,Alhue,2017-08-05
13128,"Bashirian, Greenholt And Russel",Texas Pacific Land Trust,1999-10-01
13129,Senger Inc,Arenal,2017-08-18
13130,"Cassin, Grant And Pfannerstill",El Soldado,2011-05-29
13131,Sauer-Stoltenberg,PowerShares Nasdaq Internet Portfolio,2011-02-13
13132,Herman-Graham,STMicroelectronics N.V.,1985-11-01
13133,Harber Inc,"Argos Therapeutics, Inc.",2005-06-09
13134,"Spinka, Schuster And Kerluke",El Morro,2018-12-14
13135,"Baumbach, Reinger And Jaskolski",SQM - Maria Elena,1997-11-21
13136,Braun-Eichmann,"Universal Stainless & Alloy Products, Inc.",2017-11-16
13137,Abshire Inc,"Argos Therapeutics, Inc.",1998-08-05
13138,Walsh ,Container Store (The),2001-01-30
13139,Sanford ,"Hawkins, Inc.",1998-02-22
13140,"Green, Towne And Baumbach",Moog Inc.,1981-04-05
13141,"Mann, Howell And Shields",San Geronimo,2018-10-30
13142,"Grady, Mitchell And Lindgren",Moog Inc.,2007-05-22
13143,Rosenbaum-Brekke,Pascua,2008-07-14
13144,"Bernier, Leuschke And Towne","Hawkins, Inc.",2003-08-25
13145,"Altenwerth, Ebert And Mitchell","RiverNorth Opportunities Fund, Inc.",2018-03-27
13146,"Macejkovic, Barrows And Kshlerin",SQM Salar,2004-09-25
13147,O'Keefe-Zulauf,Terreno Realty Corporation,1999-10-07
13148,Mraz-Eichmann,Suncor EnergyInc.,2012-09-12
13149,Labadie And Sons,PIMCO Dynamic Credit and Mortgage Income Fund,1981-10-16
13150,Aufderhar-Mitchell,"CenterPoint Energy, Inc.",1989-02-27
13151,"Dooley, Lindgren And Kub",Northern Trust Corporation,2013-03-29
13152,O'Reilly Group,Manantial,2006-09-23
13153,Ortiz-Weimann,Quebrada Blanca,1988-10-16
13154,Thiel Group,Arlington Asset Investment Corp,2017-03-01
13155,"Bernier, Leuschke And Towne",Nuveen AMT-Free Municipal Value Fund,2010-11-08
13156,Bode ,SQM - Yumbes,1981-04-07
13157,"Jacobson, Boyer And Gleichner",Andacollo Cobre,1969-05-15
13158,Doyle-Powlowski,Carvana Co.,2019-08-02
13159,"Roob, Windler And Weimann","The Travelers Companies, Inc.",1988-09-26
13160,Torp-Hintz,Flor de Los Andes,2017-06-01
13161,Kuphal ,Westpac Banking Corporation,1997-04-30
13162,"Kutch, Will And Grant",Novelion Therapeutics Inc.,2005-04-20
13163,"Crona, Schmeler And Greenfelder",SAP SE,2006-03-21
13164,Conn ,CMP - Algarrobo,1998-01-24
13165,"Reynolds, Dare And Barrows",EPR Properties,1972-01-13
13166,Gusikowski Inc,"LM Funding America, Inc.",1983-08-10
13167,Bosco-Kuhn,Ceragon Networks Ltd.,2002-10-10
13168,"Emmerich, Feil And Gorczany",Mackinac Financial Corporation,1998-06-30
13169,Rogahn-Leannon,Western Asset Bond Fund,2013-12-19
13170,Rowe-Fisher,"Taiwan Fund, Inc. (The)",2007-12-22
13171,"Waters, Batz And Dickinson",RenaissanceRe Holdings Ltd.,1985-08-28
13172,Breitenberg And Sons,Caserones,1997-05-10
13173,"Kutch, Rodriguez And Hettinger",Global Partner Acquisition Corp.,2011-04-28
13174,Becker And Sons,Nuveen Energy MLP Total Return Fund,2018-08-18
13175,"Feil, Kemmer And Koch",Cerro Negro,1992-03-15
13176,Legros-Price,"Silicon Laboratories, Inc.",2019-07-05
13177,"Feil, Shields And Gislason","Silicon Laboratories, Inc.",2019-04-14
13178,Jenkins And Sons,Northern Trust Corporation,1982-11-13
13179,Hoeger ,Applied DNA Sciences Inc,2005-06-08
13180,Barrows Group,"Sierra Oncology, Inc.",2011-05-08
13181,"Medhurst, Thiel And Schuster",Central Garden & Pet Company,1995-08-04
13182,Willms-Jacobson,Check-Cap Ltd.,2007-06-08
13183,Sporer Inc,El Teniente,2019-05-20
13184,Shields-Kuhlman,Cerro Colorado,1995-02-03
13185,Treutel-Stamm,"Blackhawk Network Holdings, Inc.",2000-05-06
13186,Kunde Inc,Fair Isaac Corporation,2002-04-17
13187,Adams-Hickle,Lota,2011-04-14
13188,"Fay, Simonis And Morar","Chegg, Inc.",2016-05-22
13189,Ortiz-Weimann,JM Global Holding Company,1986-02-08
13190,"Murray, Monahan And Hilll",iShares MSCI EM ESG Optimized ETF,1991-06-25
13191,Braun-Simonis,"Universal Stainless & Alloy Products, Inc.",1987-06-04
13192,Gottlieb Inc,CMP - Algarrobo,1997-06-20
13193,Afimu,"UMH Properties, Inc.",1990-10-23
13194,Gibson-Hills,Andina,2009-07-01
13195,Zboncak Inc,Faride,2001-03-24
13196,Rice-Price,CMP - Romeral,1973-06-06
13197,"Jerde, Veum And Orn",United States Cellular Corporation,1998-04-04
13198,"Harvey, Heathcote And Legros","Cogentix Medical, Inc.",2018-11-09
13199,Macgyver-Hegmann,Bright Scholar Education Holdings Limited,2003-11-16
13200,"Olson, Thompson And Fritsch","Kayne Anderson Energy Total Return Fund, Inc.",1992-04-12
13201,"Luettgen, Watsica And Kutch",Caupolican,1963-10-09
13202,Waelchi-Bashirian,Patriot National Bancorp Inc.,2004-02-18
13203,Cassin Group,PIMCO Dynamic Credit and Mortgage Income Fund,1991-11-06
13204,Weissnat-Bergstrom,Cohen & Steers Reit and Preferred Income Fund Inc,1993-09-05
13205,Weissnat-Bergstrom,Arenal,2016-04-19
13206,Hintz-Reilly,Manto Verde,2008-05-05
13207,Wisozk ,"AMC Entertainment Holdings, Inc.",2018-10-20
13208,"Dooley, Jerde And Kshlerin",Microsemi Corporation,2011-09-02
13209,Thiel ,Faride,2000-01-06
13210,"Feil, Kemmer And Koch","Gray Television, Inc.",2006-05-30
13211,Leannon-Brekke,"Pinnacle Financial Partners, Inc.",1985-06-11
13212,Hudson-Mayer,Maganeso III de Atacama,1967-03-17
13213,"Hermann, Quigley And Heaney",The Community Financial Corporation,2008-11-17
13214,Carroll-Moen,Salesforce.com Inc,2005-06-28
13215,"Kutch, Will And Grant","Cleveland BioLabs, Inc.",2008-04-30
13216,Reinger-Bosco,"Spark Energy, Inc.",2001-03-27
13217,Predovic ,Chimborazo,2001-08-22
13218,Ryan ,Salesforce.com Inc,2003-10-22
13219,"Watsica, Spencer And Weissnat",Nuveen Energy MLP Total Return Fund,2014-05-03
13220,Price-Shields,Old Republic International Corporation,2017-12-22
13221,Klocko Group,Colico Sur,1996-08-03
13222,Abbott Group,Dorado,1986-06-23
13223,Afesip,Las Piedras,1984-09-23
13224,"Mertz, Batz And Olson",Georgia Power Company,1994-07-15
13225,Will And Sons,Don Alberto,1988-10-01
13226,"Collins, Murray And O'Reilly",Limoneira Co,2009-06-26
13227,Gorczany-Nienow,Check-Cap Ltd.,2018-06-08
13228,"Cole, Reichert And Halvorson",PowerShares Golden Dragon China Portfolio,2012-09-26
13229,Osinski-Kunze,La Picarda,2015-10-11
13230,Schmitt-Mckenzie,JM Global Holding Company,2014-05-18
13231,"Schaden, Homenick And Gutkowski",Envision Healthcare Corporation,2003-07-30
13232,Wisozk-Bernier,"Dynex Capital, Inc.",1960-04-30
13233,Marvin-Sipes,La Coipa,1992-06-18
13234,"Mann, Walsh And Dickinson",Container Store (The),2005-11-06
13235,Fay Inc,Esterline Technologies Corporation,2016-01-21
13236,Gutkowski-Schinner,Choquelimpie,2017-08-21
13237,Williamson-Watsica,"LTC Properties, Inc.",2019-04-07
13238,"Kuhlman, Bashirian And Abbott",First Trust Multi-Asset Diversified Income Index Fund,2019-07-22
13239,Connelly-Ruecker,Inacesa - El Jilguero,1994-04-21
13240,Hahn And Sons,Condor,2017-06-28
13241,"Gutmann, Schamberger And Witting",Nuveen AMT-Free Municipal Value Fund,2019-02-22
13242,Mohr And Sons,"Nutanix, Inc.",2010-12-08
13243,Goyette Inc,Gilat Satellite Networks Ltd.,1982-07-17
13244,Lueilwitz Inc,PIMCO Dynamic Credit and Mortgage Income Fund,2002-02-25
13245,Lind-Schuppe,Las Arenitas,1991-01-03
13246,"Conroy, Wisoky And Daniel",Cummins Inc.,1963-01-04
13247,Keebler-Stark,Maria Elisa,2002-08-01
13248,"Wyman, Nicolas And Fahey",La Coipa,1989-07-12
13249,Bergstrom Group,Independence Holding Company,2015-01-14
13250,"Kling, Barrows And Rau",Quiborax,1977-10-15
13251,Grimes-Weber,CVS Health Corporation,1973-09-18
13252,"Lynch, Feest And Eichmann",Refugio,1998-01-05
13253,Nienow ,El Teniente,2002-05-27
13254,"Senger, Kemmer And Dickinson",Radomiro Tomic,2018-07-01
13255,Reinger-Bosco,Can Can,2017-11-14
13256,"Auer, Bogisich And Jacobson",PowerShares Nasdaq Internet Portfolio,1975-02-18
13257,Waelchi Inc,Caserones,1992-06-09
13258,"Gerlach, Fritsch And Rippin",Andacollo Cobre,2000-05-08
13259,Lubowitz Group,Cohen & Steers Reit and Preferred Income Fund Inc,1975-01-06
13260,Streich Group,Blackstone GSO Long Short Credit Income Fund,1991-09-15
13261,O'Keefe-Dickinson,Los Pelambres,2011-07-19
13262,Adega,"Gray Television, Inc.",2005-09-28
13263,Johnson-Hintz,Flor de Los Andes,2007-08-11
13264,"Bernier, Shields And Mraz",Cerro Casale,2004-04-11
13265,Keebler ,"Mirna Therapeutics, Inc.",1987-07-07
13266,Wilkinson-Schmidt,iShares 20+ Year Treasury Bond ETF,2008-10-01
13267,"Keeling, Bruen And Greenholt",Vanguard Russell 3000 ETF,1997-06-18
13268,"Heller, Bradtke And Stoltenberg",Cosayach - Negreiros,2018-03-21
13269,"Kling, Barrows And Rau",III de Atacama Kozan,1967-12-07
13270,Nader-Kutch,EPR Properties,1984-03-20
13271,Jast Group,Carola,1987-10-03
13272,Muller Inc,Dorado,2015-11-14
13273,"Murray, Monahan And Hilll","Pinnacle Financial Partners, Inc.",2009-10-05
13274,"Paucek, Mclaughlin And Green","Pepsico, Inc.",2018-02-19
13275,Bechtelar-Wuckert,Chimborazo,2017-07-20
13276,Grady Group,"PDF Solutions, Inc.",2019-06-22
13277,Zulauf And Sons,"The Travelers Companies, Inc.",2019-02-08
13278,Wilderman-Leannon,"Adams Diversified Equity Fund, Inc.",2014-04-28
13279,Wilkinson-Schmidt,"Dupont Fabros Technology, Inc.",2012-09-25
13280,Hermiston And Sons,Global Partner Acquisition Corp.,2010-12-05
