numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
89917-74927-OM,Las Pataguas,contaminacion del aire,40.58,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,22/09/1963,Lago Verde,en tramite
37972-85161-LH,"Ocular Therapeutix, Inc.",contaminacion del aire,2.02,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",13/05/1981,San Pedro,en tramite
79407-28338-LJ,"Adams Diversified Equity Fund, Inc.",contaminacion de suelo,24.18,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,21/07/1992,Cerrillos,en tramite
93210-71112-BH,Dynatronics Corporation,contaminacion del aire,47.59,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,22/09/1992,Chepica,en tramite
24207-94045-JK,CVS Health Corporation,contaminacion de la cadena trofica,39.91,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",30/03/2011,San Rosendo,en tramite
66023-21332-BB,Caleta El Cobre,contaminacion de la cadena trofica,35.33,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",09/10/2002,Zapallar,en tramite
45996-24376-LB,Park-Ohio Holdings Corp.,contaminacion del aire,36.28,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",15/06/2008,Quemchi,en tramite
92204-33828-GI,R.R. Donnelley & Sons Company,contaminacion de la cadena trofica,19.78,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",22/03/1977,Curacautin,en tramite
76981-54638-GL,PureFunds ETFx HealthTech ETF,contaminacion del aire,38.44,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",06/11/2010,La Cruz,en tramite
76918-2880-II,Carvana Co.,contaminacion del aire,32.89,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",21/06/2018,El Quisco,en tramite
83040-20976-IA,Punitaqui,contaminacion del aire,47.34,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",19/08/2018,Canela,en tramite
42203-73283-DL,Candelaria,contaminacion de suelo,4.94,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",14/08/2009,Chaiten,en tramite
85757-20948-FO,"Diamond Hill Investment Group, Inc.",contaminacion del aire,33.63,In congue. Etiam justo. Etiam pretium iaculis justo.,02/02/2019,Pichilemu,en tramite
68052-10918-FI,Incyte Corporation,contaminacion de la cadena trofica,28.63,Phasellus in felis. Donec semper sapien a libero. Nam dui.,24/11/2016,San Felipe,en tramite
45348-95064-HJ,Jazz Pharmaceuticals plc,contaminacion del aire,9.2,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",12/05/2010,Tierra Amarilla,en tramite
41472-82865-DI,EPR Properties,contaminacion de la cadena trofica,49.88,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",19/10/2016,Padre Las Casas,en tramite
13259-2603-EF,Blackstone GSO Long Short Credit Income Fund,contaminacion del aire,23.46,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",23/08/1990,Nunoa,en tramite
89298-51006-MJ,"Nustar GP Holdings, LLC",contaminacion de la cadena trofica,46.43,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",01/04/2012,Renca,en tramite
51740-5605-AL,Ceragon Networks Ltd.,contaminacion de la cadena trofica,40.56,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",16/02/2018,Tome,en tramite
67077-22885-EB,PrimeEnergy Corporation,contaminacion del aire,23.62,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",05/03/1972,Frutillar,en tramite
21737-53890-BF,"Portola Pharmaceuticals, Inc.",contaminacion de suelo,19.29,Sed ante. Vivamus tortor. Duis mattis egestas metus.,25/08/1972,San Rosendo,en tramite
8345-841-EM,Salesforce.com Inc,contaminacion de la cadena trofica,30.61,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",24/12/2007,Nogales,en tramite
46575-62124-AA,"Rush Enterprises, Inc.",contaminacion de suelo,19.67,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,11/01/2005,Vitacura,en tramite
50445-18548-KB,"The Travelers Companies, Inc.",contaminacion de suelo,21.8,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,17/11/1986,Maipu,en tramite
15335-33318-FB,RenaissanceRe Holdings Ltd.,contaminacion de la cadena trofica,45.78,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",07/11/2010,Curico,en tramite
54451-32989-BO,Sierra Gorda,contaminacion de la cadena trofica,35.08,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,05/08/2009,El Quisco,en tramite
75813-6791-EJ,First Trust Emerging Markets Small Cap AlphaDEX Fund,contaminacion de suelo,30.1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",10/05/2011,Coronel,en tramite
72457-65606-JB,"Urban One, Inc. ",contaminacion del aire,29.96,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11/12/1954,Talcahuano,en tramite
52725-87314-LH,Pullalli,contaminacion del aire,44.47,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",22/03/2009,Curanilahue,en tramite
82181-41924-NF,Elenita,contaminacion de la cadena trofica,22.34,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",01/05/2014,Panquehue,en tramite
23352-18992-KG,Peapack-Gladstone Financial Corporation,contaminacion de la cadena trofica,43.04,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,19/11/1991,San Rosendo,en tramite
82351-12032-JD,Ivan,contaminacion de la cadena trofica,44.63,Fusce consequat. Nulla nisl. Nunc nisl.,07/01/2004,Cochrane,en tramite
70341-71934-AD,El Tofo,contaminacion de suelo,16.51,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",27/06/2016,Calera de Tango,en tramite
64402-21174-AA,United States Cellular Corporation,contaminacion del aire,33.64,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,11/08/2006,Padre Hurtado,en tramite
33116-17351-FB,"Safe Bulkers, Inc",contaminacion del aire,47.26,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,04/08/1968,Talagante,en tramite
54958-23730-HG,Andina,contaminacion del aire,8.86,Phasellus in felis. Donec semper sapien a libero. Nam dui.,23/11/1993,Codegua,en tramite
87228-78142-EN,Jeronimo,contaminacion de la cadena trofica,30.86,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",15/08/1979,Renca,en tramite
32664-42861-EA,"Midland States Bancorp, Inc.",contaminacion del aire,18.57,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",30/08/2002,San Nicolas,en tramite
36584-38896-IL,"AMC Entertainment Holdings, Inc.",contaminacion de suelo,36.1,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",16/11/2004,Yerbas Buenas,en tramite
50310-96905-KK,AdvisorShares Market Adaptive Unconstrained Income ETF,contaminacion del aire,36.37,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",21/12/2003,Chanco,en tramite
43154-90858-JB,Peckett,contaminacion de suelo,7.42,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,02/05/2000,San Juan de la Costa,en tramite
43397-17342-NB,"Kura Oncology, Inc.",contaminacion de la cadena trofica,9.5,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,25/03/1986,Maullin,en tramite
99397-56374-AN,SQM - Maria Elena,contaminacion de la cadena trofica,9.99,Phasellus in felis. Donec semper sapien a libero. Nam dui.,17/12/2018,Paredones,en tramite
13329-68121-FI,Caleta El Cobre,contaminacion de suelo,6.7,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",23/06/1997,Porvenir,en tramite
22788-14096-KG,Faride,contaminacion del aire,19.75,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,16/02/2010,Graneros,en tramite
30118-70425-AL,Cerro Blanco,contaminacion del aire,43.19,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",28/12/1988,Quintero,en tramite
27658-97-GM,Cowen Inc.,contaminacion del aire,39.96,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,09/05/2010,El Carmen,en tramite
63661-19914-BJ,"Shutterstock, Inc.",contaminacion del aire,13.04,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",28/11/1994,Carahue,en tramite
26504-54710-GG,"Silicon Laboratories, Inc.",contaminacion de suelo,45.54,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",29/05/2019,San Gregorio,en tramite
63079-47479-BG,Corporate Asset Backed Corp CABCO,contaminacion del aire,23.88,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,01/12/1977,Isla de Pascua,en tramite
34486-6810-LM,Las Piedras,contaminacion del aire,27.58,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",17/10/2015,Lautaro,en tramite
25885-11224-OE,"Westbury Bancorp, Inc.",contaminacion de suelo,23.52,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,20/08/2015,Molina,en tramite
46201-66509-HA,"Arista Networks, Inc.",contaminacion de la cadena trofica,6.65,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,06/11/1984,Mostazal,en tramite
81284-71278-HK,Georgia Power Company,contaminacion de suelo,35.95,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,07/12/2004,Camina,en tramite
4966-61845-MI,"SeaChange International, Inc.",contaminacion de suelo,49.19,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",24/11/2002,Macul,en tramite
97439-73592-MJ,Lambert,contaminacion de suelo,43.22,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,05/02/1999,Padre Las Casas,en tramite
73769-77632-GE,Yahoo! Inc.,contaminacion de la cadena trofica,46.48,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,27/05/1971,Paiguano,en tramite
60535-92259-BB,Container Store (The),contaminacion de suelo,32.66,Fusce consequat. Nulla nisl. Nunc nisl.,04/08/2008,Penalolen,en tramite
46896-19489-HF,"OraSure Technologies, Inc.",contaminacion del aire,3.89,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,13/08/2019,Curacautin,en tramite
99009-90229-BD,Silicon Motion Technology Corporation,contaminacion de suelo,35.45,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",25/01/2011,Lota,en tramite
55381-84210-LI,Vanguard Russell 3000 ETF,contaminacion de la cadena trofica,21.39,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",30/03/2006,Graneros,en tramite
88090-54516-NA,First Trust Senior Loan Fund ETF,contaminacion de la cadena trofica,8.34,Phasellus in felis. Donec semper sapien a libero. Nam dui.,27/03/2001,Constitucion,en tramite
51683-13555-LM,"Cyclacel Pharmaceuticals, Inc.",contaminacion de la cadena trofica,3.45,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",26/09/2018,Catemu,en tramite
16005-4179-JB,ACF - Lagunas,contaminacion de suelo,47.44,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,30/06/1986,Camina,en tramite
37595-97196-BF,"Dupont Fabros Technology, Inc.",contaminacion del aire,36.55,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,12/12/2004,Pitrufquen,en tramite
50023-85113-BO,Esterline Technologies Corporation,contaminacion de suelo,6.93,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,25/12/2013,Florida,en tramite
83169-53336-KJ,Dorado,contaminacion del aire,9.9,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",17/04/1977,Tortel,en tramite
60487-3885-JL,L.B. Foster Company,contaminacion del aire,32.56,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,16/12/1996,Cabrero,en tramite
15508-34938-AI,Michilla,contaminacion del aire,32.79,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",10/11/2014,Gorbea,en tramite
75379-72019-NF,BlackRock Municipal Target Term Trust Inc. (The),contaminacion de suelo,17.54,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",18/09/2014,Cabildo,en tramite
24363-39097-IA,"Hurco Companies, Inc.",contaminacion de la cadena trofica,33.95,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",24/01/2011,Lanco,en tramite
60088-98253-JO,iShares MSCI EM ESG Optimized ETF,contaminacion del aire,35.36,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,24/10/1995,Romeral,en tramite
79026-69480-HL,"The Chefs' Warehouse, Inc.",contaminacion de la cadena trofica,21.94,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,08/06/2011,Puerto Varas,en tramite
6117-25519-IG,Unisys Corporation,contaminacion de suelo,18.74,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",30/07/1970,Chonchi,en tramite
36959-39071-FI,"Evolving Systems, Inc.",contaminacion del aire,4.01,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",28/04/2018,Casablanca,en tramite
79681-44844-AK,"Hurco Companies, Inc.",contaminacion del aire,31.8,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,20/08/1994,Bulnes,en tramite
23962-61915-LE,Cosayach - Cala Cala,contaminacion de la cadena trofica,49.25,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",03/01/2018,San Joaquin,en tramite
